pair,score
Jeff Petry Joel Edmundson,357.452995485067
Jack Johnson Josh Manson,356.80699506402
Jordan Oesterle Troy Stecher,356.805004179478
Dougie Hamilton Damon Severson,356.746000564098
Patrik Nemeth Ryan Lindgren,356.281000781059
Marc-Edouard Vlasic Nicolas Meloche,356.136002552509
Andy Greene Scott Mayfield,355.937003362179
Victor Mete Artem Zub,355.579005432129
Jordan Oesterle Filip Hronek,355.387009656429
Mikey Anderson Jordan Spence,355.346000230312
Marc Staal Troy Stecher,355.224000501633
Travis Hamonic Victor Mete,354.99899917841
Robert Hagg Henri Jokiharju,354.687001001835
Dylan Coghlan Zach Whitecloud,354.560997414589
Josh Manson Andrej Sustr,354.431006324291
Mark Borowiecki Jeremy Lauzon,354.365001654625
Dougie Hamilton Jonas Siegenthaler,354.305004572868
Erik Gudbranson Nikita Zadorov,353.978003573418
Marc Staal Filip Hronek,353.806005978584
Jacob Trouba Nils Lundkvist,353.502002227306
Oliver Ekman-Larsson Brad Hunt,353.320004320145
Henri Jokiharju Mattias Samuelsson,353.085994637013
Dylan Coghlan Nicolas Hague,352.940994107723
Mike Reilly Brandon Carlo,352.916999816895
Roman Josi Mattias Ekholm,352.564007520676
Ben Hutton Dylan Coghlan,351.795999789238
Nikita Zaitsev Artem Zub,351.556005871296
Jared Spurgeon Jon Merrill,351.423992991447
Zdeno Chara Andy Greene,350.989010155201
Travis Hamonic Nikita Zaitsev,350.975999617577
Torey Krug Colton Parayko,350.949000048637
Mattias Ekholm Matthew Benning,350.450008368492
Derek Forbort Matt Grzelcyk,350.351992404461
Marc-Edouard Vlasic Mario Ferraro,350.237007796764
Tyson Barrie Philip Broberg,350.21799724102
Ryan Pulock Sebastian Aho,349.524000489712
Matt Grzelcyk Charlie McAvoy,349.329993069172
Cam Dineen Jakob Chychrun,349.105999219418
K'Andre Miller Nils Lundkvist,348.982996153831
Cam Dineen Ilya Lyubushkin,348.736998176575
Roman Josi Philippe Myers,348.582997250557
Justin Braun Nick Seeler,348.414995002747
Scott Mayfield Sebastian Aho,347.984002387524
Matt Roy Kale Clague,347.688004511595
Nick Holden Artem Zub,347.454007411003
Robert Hagg Mattias Samuelsson,347.323001694679
Victor Hedman Andrej Sustr,347.136003994942
Morgan Rielly Ilya Lyubushkin,347.087000763416
Danny DeKeyser Troy Stecher,347.003000593185
Dougie Hamilton Colton White,346.875001761317
Nick Holden Travis Hamonic,346.874001157284
Dylan DeMelo Logan Stanley,346.707995820045
Matthew Benning Philippe Myers,346.468998098373
Jared Spurgeon Jordie Benn,346.420001685619
Noah Hanifin Rasmus Andersson,346.169992208481
Rasmus Sandin Ilya Lyubushkin,346.056996619701
Andrej Sustr Urho Vaakanainen,345.702002990246
Jeff Petry David Savard,345.679000937939
Danny DeKeyser Filip Hronek,345.585006070137
Brenden Dillon Josh Morrissey,345.568994176388
Alex Goligoski Dmitry Kulikov,344.885996568203
John Klingberg Esa Lindell,344.708988678455
Mark Giordano Carson Soucy,344.506998467445
Ben Chiarot Alexander Romanov,343.636002004147
Rasmus Andersson Oliver Kylington,343.089993476868
Zdeno Chara Sebastian Aho,343.036009180546
John Carlson Trevor van Riemsdyk,342.828998017311
Mark Giordano Jake Muzzin,342.807002902031
Tyson Barrie Markus Niemelainen,342.719002723694
Adam Pelech Noah Dobson,342.492001068592
Kevin Connauton Gustav Forsling,341.835005438328
Andrew Peeke Jake Bean,341.482000148296
Torey Krug Niko Mikkola,341.198994511366
John Klingberg Joel Hanley,340.980000627041
Chad Ruhwedel Mark Friedman,340.445000231266
Gabriel Carlsson Andrew Peeke,340.408006954193
Erik Karlsson Jacob Middleton,340.134004747868
Anton Stralman Shayne Gostisbehere,339.880001282692
Ben Chiarot Joel Edmundson,339.364995610714
Mark Giordano Jamie Oleksiak,338.446002030373
Jordan Oesterle Gustav Lindstrom,337.841004872322
Dean Kukan Andrew Peeke,337.727004659176
Roman Josi Mark Borowiecki,337.512001943588
Matt Grzelcyk Urho Vaakanainen,336.995998167992
Jacob Trouba Braden Schneider,336.622002112865
Carson Soucy Vince Dunn,336.606991457939
Dougie Hamilton Ryan Graves,336.588997757435
Calvin de Haan Connor Murphy,336.289003038406
Marc Staal Gustav Lindstrom,336.260001194477
Andy Greene Sebastian Aho,335.683005404472
Calvin de Haan Riley Stillman,335.630999612808
Mark Borowiecki Matthew Benning,335.398002791405
Adam Larsson Jeremy Lauzon,335.290003609657
Jake McCabe Caleb Jones,334.872003042698
Brayden McNabb Dylan Coghlan,334.634996414185
Mark Pysyk Henri Jokiharju,334.254000210762
Justin Schultz Martin Fehervary,333.847994303703
Adam Pelech Sebastian Aho,333.382003200054
Ryan Pulock Robin Salo,333.183995866775
Chris Wideman Brett Kulak,333.173998856544
K'Andre Miller Braden Schneider,332.102996039391
Dylan DeMelo Josh Morrissey,331.535996901989
Duncan Keith William Lagesson,331.429997301102
Thomas Chabot Artem Zub,331.238007283211
Troy Stecher Sean Durzi,331.211003684998
P.K. Subban Ty Smith,330.896997082233
Travis Hamonic Thomas Chabot,330.658001029491
Justin Schultz Nick Jensen,330.656003320217
Jamie Oleksiak Vince Dunn,330.545995020866
Alex Goligoski Jon Merrill,329.683987796307
Ben Chiarot Brandon Montour,329.272999703884
Michael Del Zotto Erik Brannstrom,329.143000638485
Brian Dumoulin Mark Friedman,328.77200319767
Mark Pysyk Robert Hagg,328.491007268429
Danny DeKeyser Gustav Lindstrom,328.03900128603
Cale Makar Bowen Byram,327.979996323586
Marco Scandella Torey Krug,327.824991726875
David Savard Ben Chiarot,327.591001063585
Troy Stecher Jordan Spence,327.001004123688
Marc Staal Jordan Oesterle,326.927002251148
Roman Josi Jeremy Lauzon,326.913003706932
Mark Pysyk Mattias Samuelsson,326.890000903607
Ryan Murray Bowen Byram,326.684002536535
Mark Friedman John Marino,326.566994595528
Robert Bortuzzo Torey Krug,325.897005492449
Derek Forbort Mike Reilly,325.301990842819
Matthew Benning Jeremy Lauzon,324.799004554749
Alex Goligoski Jordie Benn,324.679996490479
Sean Durzi Tobias Bjornfot,324.403002643585
Justin Faulk Jake Walman,324.336995756626
Mike Reilly Charlie McAvoy,324.27999150753
Olli Maatta Kale Clague,324.195001661778
Luke Schenn Brad Hunt,323.660003066063
Jani Hakanpaa John Klingberg,323.452000421286
Victor Mete Nikita Zaitsev,323.159000790119
Ryan Pulock Sebastian Aho,323.133998715878
Erik Karlsson Jaycob Megna,323.053000342846
Drew Doughty Tobias Bjornfot,322.872996175289
Connor Murphy Riley Stillman,322.712003779411
Damon Severson Ty Smith,322.465997970104
Hampus Lindholm Jamie Drysdale,322.409003174305
Mark Giordano Haydn Fleury,321.650999414921
Esa Lindell Thomas Harley,321.548994374275
Erik Gustafsson Caleb Jones,321.296000933647
Kris Russell William Lagesson,320.955001354218
Brenden Dillon Nate Schmidt,320.848995161057
Nikita Zadorov Rasmus Andersson,320.569992423058
Morgan Rielly Rasmus Sandin,320.449999213219
Tony DeAngelo Ethan Bear,320.430003762245
Tobias Bjornfot Jordan Spence,320.193003082275
Jeff Petry Chris Wideman,320.120995932817
Jonas Siegenthaler Ty Smith,320.025001978874
Brenden Dillon Neal Pionk,319.788997244835
Robert Hagg Brandon Montour,319.072006428242
Nick Holden Victor Mete,319.057002329826
Danny DeKeyser Jordan Oesterle,318.706002342701
Brendan Smith Tony DeAngelo,318.590002059937
Jacob Middleton Radim Simek,318.484001851082
Shayne Gostisbehere Dysin Mayo,318.376003968716
Justin Braun Adam Fox,317.822994601726
Joel Hanley Thomas Harley,317.820006322861
Noah Hanifin Oliver Kylington,317.759998321533
Jacob Middleton Ryan Merkley,317.754004693031
Jacob Bryson Rasmus Dahlin,317.586001038551
Justin Faulk Colton Parayko,317.568998384476
Alexandre Carrier Dante Fabbro,317.431995940208
Marc Staal Danny DeKeyser,317.124998664856
Adam Pelech Robin Salo,317.041998577118
Erik Johnson Bowen Byram,316.782995533943
Samuel Girard Cale Makar,316.339996337891
Ryan Lindgren Nils Lundkvist,316.071999382973
Ben Chiarot Lucas Carlsson,315.992997646332
Brent Burns Erik Karlsson,315.85599950552
Scott Mayfield Noah Dobson,315.294001495838
Ryan Murray Samuel Girard,315.04400255084
Nick Holden Nikita Zaitsev,315.034002768993
Vladislav Gavrikov Andrew Peeke,314.82000143528
Cody Ceci William Lagesson,314.746000897884
Haydn Fleury Vince Dunn,313.750992405415
Nick Leddy Moritz Seider,313.718996715546
Joel Edmundson Alexander Romanov,313.675003004074
Kevin Shattenkirk Jamie Drysdale,312.733004653454
Colton White Ty Smith,312.594999167323
Brenden Dillon Nathan Beaulieu,312.207993447781
Mike Reilly Urho Vaakanainen,311.94599660635
Justin Braun Patrik Nemeth,311.911997902393
Aaron Ekblad Brandon Montour,311.860006213188
Andrej Sekera John Klingberg,311.62299926877
Zach Werenski Jake Bean,310.5799934268
Zdeno Chara Noah Dobson,310.34600828886
Anton Stralman Jakob Chychrun,310.005999684334
Anton Stralman Ilya Lyubushkin,309.636998641491
Zach Werenski Gabriel Carlsson,309.506000232697
Andy Greene Sebastian Aho,309.293003630638
Calvin de Haan Jake McCabe,309.079998421669
Roman Josi Matthew Benning,307.946004843712
Justin Faulk Niko Mikkola,307.818992847204
Brad Hunt Kyle Burroughs,307.324004483223
Adam Pelech Sebastian Aho,306.99200142622
Zach Werenski Dean Kukan,306.824997937679
Dylan DeMelo Nate Schmidt,306.815997886658
Tyler Myers Brad Hunt,306.812998008728
Justin Schultz Trevor van Riemsdyk,306.799001741409
Scott Mayfield Sebastian Aho,306.1840036273
Mark Giordano Ilya Lyubushkin,306.007000720501
Josh Manson Bowen Byram,305.945003855228
Robert Hagg Lucas Carlsson,305.792004370689
Dylan DeMelo Neal Pionk,305.755999970436
Colin Miller Jacob Bryson,305.436003267765
Erik Johnson Samuel Girard,305.142995548248
Mattias Ekholm Dante Fabbro,305.064003229141
Kale Clague Mikey Anderson,304.735995090008
Kris Letang Mike Matheson,304.53000831604
Travis Hamonic Brad Hunt,304.317998969555
Cam Fowler Jamie Drysdale,303.813001430035
Thomas Chabot Victor Mete,302.841002202034
Jeff Petry William Lagesson,302.45099722743
Ryan Graves Ty Smith,302.308995163441
Brad Hunt Tucker Poolman,302.23300447464
Mike Reilly Matt Grzelcyk,302.149992883205
Simon Benoit Jamie Drysdale,302.119005131722
Chris Wideman Ben Chiarot,302.032996058464
David Savard Alexander Romanov,301.901008456945
Will Butcher Jacob Bryson,301.666003622115
Jaycob Megna Radim Simek,301.40299744606
Zdeno Chara Sebastian Aho,301.236010420322
Philippe Myers Dante Fabbro,301.082992959022
Ivan Provorov Cam York,301.078008103371
Jaycob Megna Ryan Merkley,300.67300028801
Jani Hakanpaa Thomas Harley,300.292006117105
Erik Brannstrom Artem Zub,299.87800399065
Brett Kulak Kale Clague,299.643997871876
Travis Hamonic Erik Brannstrom,299.297997736931
Ryan Lindgren Braden Schneider,299.191999268532
Josh Morrissey Logan Stanley,299.011998236179
Travis Sanheim Cam York,298.937003517151
Thomas Chabot Nikita Zaitsev,298.818002641201
Aaron Ekblad Lucas Carlsson,298.580004155636
Jack Johnson Bowen Byram,298.501990360022
Dylan DeMelo Nathan Beaulieu,298.174996173382
David Savard Joel Edmundson,297.630002063513
Seth Jones Caleb Jones,297.085999345779
Connor Murphy Jake McCabe,296.161002588272
Shayne Gostisbehere Vladislav Kolyachonok,296.120004439354
Hampus Lindholm Josh Mahura,296.089000499249
Calvin de Haan Erik Gustafsson,295.503996312618
Jake McCabe Riley Stillman,295.502999162674
Nikita Zadorov Noah Hanifin,295.239997267723
Sebastian Aho Noah Dobson,295.040003538132
Nick Holden Thomas Chabot,294.716004180908
Marco Scandella Justin Faulk,294.444990062714
Josh Manson Samuel Girard,294.305003869534
Brent Burns Radim Simek,294.205996608734
Brent Burns Ryan Merkley,293.475999450684
Rasmus Ristolainen Cam York,293.429006683827
Shayne Gostisbehere Kyle Capobianco,292.770004057884
Robert Bortuzzo Justin Faulk,292.517003828287
Erik Karlsson Nicolas Meloche,292.422000586987
Patrik Nemeth Adam Fox,292.328997111321
Nikita Zadorov Oliver Kylington,292.15999853611
Mark Giordano Jeremy Lauzon,291.543003344536
William Lagesson Philip Broberg,290.017994451523
Mark Borowiecki Dante Fabbro,290.011997652054
Scott Mayfield Robin Salo,289.843999004364
Nick Leddy Colton Parayko,289.769001173973
Jake Bean Gavin Bayreuther,288.800000727177
Henri Jokiharju Rasmus Dahlin,288.764994251728
Dysin Mayo Jakob Chychrun,288.502002370357
Andrej Sekera Thomas Harley,288.46300496459
Brett Kulak Corey Schueneman,288.273998701572
Dysin Mayo Ilya Lyubushkin,288.133001327515
Gabriel Carlsson Gavin Bayreuther,287.726007533073
Jake Bean Adam Boqvist,287.249998748302
Jack Johnson Samuel Girard,286.861990374327
Jeff Petry Kale Clague,286.590994948149
Erik Karlsson Mario Ferraro,286.523005831242
Kevin Shattenkirk Josh Mahura,286.413001978397
Gabriel Carlsson Adam Boqvist,286.176005554199
Anton Stralman Cam Dineen,285.679998648167
Josh Manson Jamie Drysdale,285.105006504059
Dean Kukan Gavin Bayreuther,285.045005238056
Zdeno Chara Robin Salo,284.896005797386
Nick Seeler Cam York,284.111999070644
Zach Werenski Vladislav Gavrikov,283.917994713783
Vince Dunn Jeremy Lauzon,283.64299633503
Dean Kukan Adam Boqvist,283.495003259182
Keith Yandle Ivan Provorov,283.228009867668
Mark Giordano Adam Larsson,283.067003536224
Robert Hagg Rasmus Dahlin,283.002001309395
Connor Murphy Erik Gustafsson,282.585000479221
William Lagesson Markus Niemelainen,282.518999934196
Kevin Connauton Ivan Provorov,282.358006465435
Erik Gustafsson Riley Stillman,281.926997053623
Marc-Edouard Vlasic Erik Karlsson,281.614001941681
Mattias Samuelsson Rasmus Dahlin,281.400994944573
Keith Yandle Travis Sanheim,281.087005281448
Alex Goligoski Jared Spurgeon,280.579993665218
Mark Giordano Morgan Rielly,280.400003314018
Kevin Connauton Travis Sanheim,280.217001879215
Nick Leddy Niko Mikkola,280.018995636702
John Carlson Justin Schultz,279.849999308586
Scott Mayfield Sebastian Aho,279.794001853466
Jeremy Lauzon Dante Fabbro,279.412999415398
Shea Theodore Dylan Coghlan,277.579998254776
Cam Fowler Josh Mahura,277.492998754978
Colin Miller Henri Jokiharju,276.614996480942
Andy Greene Noah Dobson,276.603002738953
Nick Leddy Troy Stecher,276.571001672745
Urho Vaakanainen Jamie Drysdale,276.376003170013
Chris Wideman Alexander Romanov,276.343003451824
Brandon Montour Lucas Carlsson,275.940002739429
Casey Fitzgerald Jacob Bryson,275.846003234386
Josh Mahura Simon Benoit,275.799002456665
Drew Doughty Sean Durzi,275.789998471737
Keith Yandle Rasmus Ristolainen,275.579008448124
Andrej Sustr Jamie Drysdale,275.286004269123
Jeff Petry Corey Schueneman,275.220995777845
Adam Larsson Vince Dunn,275.166996526718
Nick Leddy Filip Hronek,275.153007149696
Zdeno Chara Sebastian Aho,274.846008646488
Kevin Connauton Rasmus Ristolainen,274.709005045891
Nate Schmidt Logan Stanley,274.291999220848
Kris Letang Mark Friedman,273.290006160736
Logan Stanley Neal Pionk,273.232001304626
Sean Durzi Jordan Spence,273.110005378723
Justin Braun Cam York,273.102999460697
Will Butcher Henri Jokiharju,272.844996835291
Chris Wideman Joel Edmundson,272.071997058392
Victor Mete Erik Brannstrom,271.480998909473
Calvin de Haan Seth Jones,271.293994724751
Colin Miller Robert Hagg,270.852003538609
Nicolas Meloche Radim Simek,270.771997690201
Nicolas Meloche Ryan Merkley,270.04200053215
Robin Salo Sebastian Aho,269.590001046658
Kale Clague Tobias Bjornfot,269.582997941971
Colin Miller Mattias Samuelsson,269.250997173786
Sebastian Aho Noah Dobson,268.650001764297
Ben Chiarot Kale Clague,268.502995073795
Andy Greene Sebastian Aho,267.493004870415
Nikita Zaitsev Erik Brannstrom,267.45799934864
Will Butcher Robert Hagg,267.082003892958
Marco Scandella Nick Leddy,266.644992852211
Keith Yandle Nick Seeler,266.262000834942
Jakob Chychrun Vladislav Kolyachonok,266.246002840996
Ilya Lyubushkin Vladislav Kolyachonok,265.877001798153
Nathan Beaulieu Logan Stanley,265.650997507572
Will Butcher Mattias Samuelsson,265.480997528136
Kevin Connauton Nick Seeler,265.391997432709
Mario Ferraro Radim Simek,264.873002934456
Robert Bortuzzo Nick Leddy,264.717006617785
Dysin Mayo Cam Dineen,264.17600133419
Mario Ferraro Ryan Merkley,264.143005776405
Nick Holden Erik Brannstrom,263.356000888348
Kyle Capobianco Jakob Chychrun,262.896002459526
Mark Pysyk Rasmus Dahlin,262.569000518322
Roman Josi Dante Fabbro,262.559999704361
Kyle Capobianco Ilya Lyubushkin,262.527001416683
Vladislav Gavrikov Gavin Bayreuther,262.13800201416
Brendan Smith Ethan Bear,261.579998373985
Vladislav Gavrikov Adam Boqvist,260.588000035286
Matthew Benning Dante Fabbro,260.446000552177
Chris Wideman David Savard,260.298002511263
Marc-Edouard Vlasic Radim Simek,259.963999044895
Tyson Barrie William Lagesson,259.600002884865
Marc-Edouard Vlasic Ryan Merkley,259.234001886845
Nate Schmidt Josh Morrissey,259.120000302792
Zach Werenski Andrew Peeke,259.061999177933
Josh Manson Josh Mahura,258.785003829002
William Lagesson Alexander Romanov,258.673004746437
Connor Murphy Seth Jones,258.374998891354
Josh Morrissey Neal Pionk,258.06000238657
Seth Jones Riley Stillman,257.716995465755
Nick Leddy Gustav Lindstrom,257.607002365589
Ben Chiarot Corey Schueneman,257.132995903492
Justin Faulk Torey Krug,257.019997000694
Jake McCabe Erik Gustafsson,255.375995862484
Keith Yandle Justin Braun,255.253001224995
Justin Braun Braden Schneider,254.822996389866
Joel Edmundson William Lagesson,254.401998353004
Justin Braun Kevin Connauton,254.382997822761
Kevin Connauton Aaron Ekblad,252.930003941059
John Klingberg Thomas Harley,252.459999978542
Adam Fox Nils Lundkvist,252.119995713234
Andy Greene Robin Salo,251.153000247478
Nathan Beaulieu Josh Morrissey,250.478998589516
Mark Pysyk Colin Miller,250.419002747536
Josh Mahura Urho Vaakanainen,250.056000494957
Andrej Sustr Josh Mahura,248.966001594067
Nick Leddy Jordan Oesterle,248.27400342226
Thomas Chabot Erik Brannstrom,247.140000760555
Casey Fitzgerald Henri Jokiharju,247.024996447563
Marc Staal Nick Leddy,246.692999744415
Mark Pysyk Will Butcher,246.649003101885
Patrik Nemeth Nils Lundkvist,246.208999013901
Robin Salo Sebastian Aho,243.199999272823
Kale Clague Alexander Romanov,242.813002467155
David Savard William Lagesson,242.628003805876
Cam Dineen Vladislav Kolyachonok,241.920001804829
Robert Hagg Casey Fitzgerald,241.26200350523
Andy Greene Sebastian Aho,241.10300309658
Mike Matheson Mark Friedman,240.640005111694
Casey Fitzgerald Mattias Samuelsson,239.660997140408
Kyle Capobianco Cam Dineen,238.570001423359
Joel Edmundson Kale Clague,238.541996073723
Nick Leddy Danny DeKeyser,238.471999835968
Andrew Peeke Gavin Bayreuther,237.28200647831
Samuel Girard Bowen Byram,235.999999165535
Andrew Peeke Adam Boqvist,235.732004499435
Adam Fox Braden Schneider,235.239995598793
Nate Schmidt Neal Pionk,233.340003371239
Alexander Romanov Corey Schueneman,231.443003296852
Mark Giordano Vince Dunn,231.419996261597
Jake McCabe Seth Jones,231.165994274616
Kevin Connauton Brandon Montour,230.290002524853
Patrik Nemeth Braden Schneider,229.32899889946
Nick Leddy Torey Krug,229.219999790192
Joel Edmundson Corey Schueneman,227.171996903419
Sebastian Aho Noah Dobson,226.850003004074
David Savard Kale Clague,226.768001526594
Nathan Beaulieu Nate Schmidt,225.758999574184
Anton Stralman Dysin Mayo,225.076001799107
Nathan Beaulieu Neal Pionk,224.699001657963
Dougie Hamilton Ty Smith,222.340006709099
Mark Pysyk Casey Fitzgerald,220.829002714157
Erik Gustafsson Seth Jones,217.589992165565
Chris Wideman William Lagesson,217.069998800755
David Savard Corey Schueneman,215.398002356291
Robin Salo Noah Dobson,210.509998381138
Zach Werenski Gavin Bayreuther,206.379999756813
Colin Miller Rasmus Dahlin,204.929996788502
Zach Werenski Adam Boqvist,204.829997777939
Anton Stralman Vladislav Kolyachonok,202.820002269745
Robin Salo Sebastian Aho,201.4000005126
Chris Wideman Kale Clague,201.209996521473
Will Butcher Rasmus Dahlin,201.159997142851
Sebastian Aho Noah Dobson,200.46000123024
Anton Stralman Kyle Capobianco,199.470001888275
Erik Karlsson Radim Simek,196.249997079372
Nick Leddy Justin Faulk,195.83999812603
Erik Karlsson Ryan Merkley,195.519999921322
Keith Yandle Cam York,190.950005292892
Kevin Connauton Cam York,190.080001890659
Chris Wideman Corey Schueneman,189.83999735117
Colin Miller Will Butcher,189.009999372065
Gavin Bayreuther Adam Boqvist,183.050005078316
Dysin Mayo Vladislav Kolyachonok,181.316004955769
Josh Mahura Jamie Drysdale,179.640001773834
Dysin Mayo Kyle Capobianco,177.966004574299
Casey Fitzgerald Rasmus Dahlin,175.339996755123
Robin Salo Sebastian Aho,175.009998738766
Radim Simek Ryan Merkley,173.869997024536
Keith Yandle Kevin Connauton,172.230003654957
William Lagesson Corey Schueneman,172.169998645782
Colin Miller Casey Fitzgerald,163.189998984337
Will Butcher Casey Fitzgerald,159.419999338686
Kale Clague Corey Schueneman,156.309996366501
Kyle Capobianco Vladislav Kolyachonok,155.710005044937